Id,date,time,Username,Tweet,Language,Reply_Count,Retweet_Count,Likes_Count,Hashtags,Views
1.49666e+18,2/24/2022,3:52:27,liveuamap,"Another aircraft nearing its destination airport in Zaporizhzhia, Ukraine just made a sudden turn in the opposite direction  https://t.co/XL7ZazNEUD via @lookner #Ukraine  https://t.co/CGgLqp5JFS",en,8,35,115,['ukraine'],2875
1.49667e+18,2/24/2022,3:55:23,liveuamap,SkyUp Airlines took off and directly returned to Kyiv  https://t.co/bfFHPgTisO via @Osinttechnical #Ukraine  https://t.co/Mmo5m5ZqdS,en,19,46,127,['ukraine'],3175
1.49667e+18,2/24/2022,4:13:56,liveuamap,"Per NOTAM, flights by civil aircraft are now restricted inside Ukraine  https://t.co/1BYmNKKice via @flightradar24 #Ukraine  https://t.co/TJ9KQEBtI6",en,3,68,123,['ukraine'],3075
1.49667e+18,2/24/2022,4:25:31,liveuamap,"No more flights over Ukraine, except a single drone.  https://t.co/w0GMUiYJSi",en,27,298,889,[],22225
1.49668e+18,2/24/2022,4:37:55,liveuamap,UNSC on Ukraine just begun  https://t.co/PBwaCj9S5w  https://t.co/k5e9MLAnfT,en,2,41,94,[],2350
1.49668e+18,2/24/2022,4:39:22,liveuamap,"Secretary-General of UN: Mr. Putin, stop your troops  https://t.co/w4IUZ1haO4",en,32,168,530,[],13250
1.49668e+18,2/24/2022,4:45:11,liveuamap,Strong statement by Albania: dark hour for international community. Unprovoked Russian aggression  https://t.co/Cdzh2ukbtn,en,6,69,244,[],6100
1.49668e+18,2/24/2022,4:48:01,liveuamap,"United States: we ask Russia to stop, return your troops to barracks  https://t.co/pPnomNKakB",en,6,28,92,[],2300
1.49668e+18,2/24/2022,4:50:45,liveuamap,Putin in an address declares military operation against Ukraine  https://t.co/dwDJqgeWga  #Ukraine,en,11,287,313,['ukraine'],7825
1.49668e+18,2/24/2022,4:51:32,liveuamap,Again some pseudo-historic narrative  https://t.co/zLz5s56CUn,en,2,35,136,[],3400
1.49668e+18,2/24/2022,4:54:51,liveuamap,"Demand Ukrainian military to surrender, threatens ""others"" do not intervene.  Basically declares war  https://t.co/xpcPrRKyPw",en,19,1439,1141,[],28525
1.49668e+18,2/24/2022,5:12:12,liveuamap,"Explosions, missiles, and tracers visible on the Kharkiv livecam  https://t.co/A9osb3j8xL via @daanverdant #Ukraine  https://t.co/hSGzpzJY7P",en,3,443,617,['ukraine'],15425
1.49669e+18,2/24/2022,5:21:24,thestudyofwar,"NEW #Ukraine Conflict Update: #Russian President Vladimir Putin has announced a special military operation against Ukraine. ISW will resume coverage of this conflict the morning of February 24, 2022.  https://t.co/sF8udAKFLf",en,2,24,22,"['ukraine', 'russian']",550
1.49669e+18,2/24/2022,5:28:45,liveuamap,"New statement from Biden: ""President Putin has chosen a premeditated war that will bring a catastrophic loss of life and human suffering. Russia alone is responsible for the death and destruction this attack will bring""  https://t.co/c8qMGsac85 via @NatashaBertrand #Ukraine  https://t.co/a9hv6NuVw8",en,12,167,310,['ukraine'],7750
1.49669e+18,2/24/2022,5:39:00,liveuamap,Putin and Lukashenka had a phone call  https://t.co/sdJXJGaM6l  #Ukraine,en,2,36,77,['ukraine'],1925
1.49669e+18,2/24/2022,5:52:54,the_lookout_n,"The fog of pre-hostilities now is now replaced by the fog of war.  There will be confusion, chaos, and uncertainty. Therefore I will not provide ""live"" comments to every report coming in.   Based on military deployments pre H-hour, and Putins speech, I fear this is the big option",en,1,20,124,[],3100
1.49669e+18,2/24/2022,5:52:58,liveuamap,"Russia targeted key Ukrainian airfields east to line Kyiv-Odesa with tactical missiles, and now reports about aviation  https://t.co/wULQTmzGi3",en,29,1180,1844,[],46100
1.4967e+18,2/24/2022,6:01:13,liveuamap,Ukraine's ambassador: Russia has declared war and the UN Security Council must stop it  https://t.co/Wr6RFWg61H via @AlArabiya_Brk #Ukraine,en,7,48,126,['ukraine'],3150
1.4967e+18,2/24/2022,6:04:44,liveuamap,Ukraine FM Kuleba: Putin has just launched a full-scale invasion of Ukraine. Peaceful Ukrainian cities are under strikes. This is a war of aggression  https://t.co/nvA4gdNyoE via @DmytroKuleba #Ukraine,en,7,106,183,['ukraine'],4575
1.4967e+18,2/24/2022,6:17:31,liveuamap,Attacks targeted Sumy  https://t.co/ZYtOWasbS8,en,53,1239,2100,[],52500
1.49671e+18,2/24/2022,7:10:37,the_lookout_n,Outgoing Russian rocket artillery  - Belgorod Region,en,4,90,131,[],3275
1.49672e+18,2/24/2022,7:16:42,liveuamap,"Website is partially down, application is less down.",en,18,75,435,[],10875
1.49672e+18,2/24/2022,7:19:50,liveuamap,From White House: a readout of Biden's call with Zelensky  https://t.co/hw7ISp6hna via @adegrandpre #Ukraine  https://t.co/63bNz1Bod4,en,3,36,86,['ukraine'],2150
1.49672e+18,2/24/2022,7:22:39,liveuamap,"President of Poland @andrzejduda: Despite the efforts of the international comm, Ukraine fell victim to the brutal,unprovoked &amp; unjustified Russian attack  https://t.co/mFcghCxkHa via @KarolDarmoros",en,1,59,157,[],3925
1.49672e+18,2/24/2022,7:29:24,liveuamap,Both Russia and Belarus has been blocked from website,en,10,48,505,[],12625
1.49672e+18,2/24/2022,7:30:57,liveuamap,"Information about landings - false, Russia targeted airports, and some strikes failed",en,8,138,496,[],12400
1.49672e+18,2/24/2022,7:36:21,deepnetanon,"@MFreireB_ @AnonNovidades You're hearing too much anti-US propaganda. Have you ever actually looked into Russia's history or what the President of Belarus has been saying? No? Well, maybe you should do some more research.",en,0,0,0,[],0
1.49672e+18,2/24/2022,7:41:39,liveuamap,"Ukraine under attack along Russia, Belarus borders: border guards  https://t.co/T7TPcvsGek via @AFP #Ukraine",en,4,76,129,['ukraine'],3225
1.49672e+18,2/24/2022,7:41:53,liveuamap,The President of Belarus gave orders to his army to integrate and cooperate with the Russian army in the invasion of Ukraine  https://t.co/Lk3d9nnxot via @AlArabiya_Brk #Belarus,en,54,619,870,['belarus'],21750
1.49672e+18,2/24/2022,7:43:57,liveuamap,".@SecBlinken &amp; @SecDef spoke with NATO Secretary General @jensstoltenberg ""to condemn Russia's premeditated, unprovoked, and unjustified attack on Ukraine and discuss the Alliance's coordinated response  https://t.co/Iv1jCNvRjs via @jmhansler  https://t.co/ThSbgqRRzn",en,3,44,105,[],2625
1.49672e+18,2/24/2022,7:46:29,cen4infores,"@Maxar Explosions in the outskirts of Kharkiv [filmed at 49.990083, 36.359339]   https://t.co/uBVZmFQGch  https://t.co/y08sKuobkm",en,1,21,56,[],1400
1.49673e+18,2/24/2022,7:56:47,liveuamap,"Air Raid sirens begin in Lviv, Ukraine  https://t.co/hVlLpyZPXZ   https://t.co/2t8i1RJz0P via @LucasFoxNews #Ukraine",en,4,74,150,['ukraine'],3750
1.49673e+18,2/24/2022,7:57:02,liveuamap,Tank column entered Ukraine from Belarus  https://t.co/tpAeeX8Ank  https://t.co/x6x85IGbEc via @lukasztargonski #Ukraine,en,11,187,345,['ukraine'],8625
1.49673e+18,2/24/2022,8:03:28,liveuamap,"Ukrainian military says it shot down 5 Russian planes and Russian helicopter in Eastern Ukraine, Luhansk  https://t.co/GSHeTymJXq via @ragipsoylu #Ukraine  https://t.co/IdiK6NNIKd",en,18,128,457,['ukraine'],11425
1.49673e+18,2/24/2022,8:08:35,the_lookout_n,"Russian ground forces has likely commenced an attack along the two main roads going from Gomel Region - Belarus, towards Chernihiv.  https://t.co/4JLRJpYSwj",en,6,60,102,[],2550
1.49673e+18,2/24/2022,8:21:09,deepnetanon,@LatestAnonNews This video is fake. It is CGI.  If you want to post a video on it - at least do us a favor and don't post bullshit. Please and thank you.,en,0,0,2,[],50
1.49673e+18,2/24/2022,8:25:26,cen4infores,"@Maxar Explosion around Ivano-Frankivsk airport [filmed at 48.906787, 24.712699]  https://t.co/q0eTZfnvQp  https://t.co/MfolnD7E2G",en,2,28,52,[],1300
1.49674e+18,2/24/2022,8:34:54,the_lookout_n,Looks like the tail section of a AS-17/Kh-31.,en,1,34,64,[],1600
1.49674e+18,2/24/2022,8:38:24,konrad_muzyka,This is what I sent to my client on Tuesday  https://t.co/Qnk0gpVcNq,en,12,18,268,[],6700
1.49674e+18,2/24/2022,8:48:14,deepnetanon,"@drewpayment Yes, I am aware. He also threatened threatened nuclear war about a week ago. I am just trying to defuse (puns) the energy a little.",en,1,0,1,[],25
1.49674e+18,2/24/2022,8:50:14,liveuamap,"Missile targeted street in Uman', Cherkasy region  https://t.co/qyogithLtz via @ua_industrial #Ukraine  https://t.co/2hClYL6WWp",en,7,92,195,['ukraine'],4875
1.49674e+18,2/24/2022,8:50:30,liveuamap,"One killed, one more wounded as result of missile attack on Brovary of Kyiv region  https://t.co/7eZ1NeTrFN via @AlchevskUA #Ukraine",en,13,96,203,['ukraine'],5075
1.49674e+18,2/24/2022,9:07:52,cen4infores,"@Maxar Geolocation of missile hit around Ivano-Frankivsk airport [filmed from 48.897141, 24.715258]  https://t.co/mNy5plk4aH  https://t.co/KrWLSpMNCA",en,4,76,170,[],4250
1.49675e+18,2/24/2022,9:14:10,deepnetanon,#OpRussia  There are a couple of radio frequencies regularly used by Russian Air Force - jamming could save lives.   https://t.co/hupmT7FhJ1,en,19,161,850,['oprussia'],21250
1.49675e+18,2/24/2022,9:30:37,hannaliubakova,The National Police of #Ukraine reports a breakthrough of Russian troops deep into the Chernihiv and Kharkiv regions. The Ministry of Internal Affairs of Ukraine reports that Russia is attacking the borders along almost the entire perimeter using artillery and heavy equipment.  https://t.co/vE1EOfhEVM,en,8,195,405,['ukraine'],10125
1.49675e+18,2/24/2022,9:35:59,cen4infores,"@Maxar Geolocation of casualty in Uman, Cherkasy Oblast [48.748716, 30.218705] [Graphic:  https://t.co/zvY4AJb4hC]  https://t.co/mdHni1pbjj",en,4,104,211,[],5275
1.49675e+18,2/24/2022,9:45:17,hannaliubakova,"Putin and Lukashenko had a telephone conversation at about 5 am today,"" during which Lukashenko was informed about the situation on the border and in Donbas"", as reported by the regime. Lukashenko is an accomplice in this disgraceful war. He is now holding a meeting with the army  https://t.co/2RQUVWc37u",en,9,85,304,[],7600
1.49676e+18,2/24/2022,10:19:12,deepnetanon,@China2ASEAN Ah shit here we go.  https://t.co/4v6EDP5zoj,en,1,0,4,[],100
1.49676e+18,2/24/2022,10:20:21,hannaliubakova,The Ministry of Internal Affairs of Ukraine has published pictures of the border service facilities in the Kyiv region that were shot by Russian troops. Kyiv region borders only with #Belarus  https://t.co/hyWNqx9Wy7,en,28,1399,2080,['belarus'],52000
1.49676e+18,2/24/2022,10:29:57,hannaliubakova,"Lukashenko denied the participation of the Belarusian army in ""the Russian special operation in Donbas,"" as he said. However,his role was crucial in supporting Russia in launching a war against Ukraine. Russian troops came from the territory of #Belarus. It is already aggression  https://t.co/tb9zCH2JLh",en,26,288,835,['belarus'],20875
1.49676e+18,2/24/2022,10:30:29,liveuamap,President Zelensky declared martial law in Ukraine  https://t.co/brgwTDUljv  https://t.co/n1nz2Ff9es via @radiosvoboda,en,12,129,426,[],10650
1.49677e+18,2/24/2022,10:33:46,hannaliubakova,"Ukrainian State Border Service reported that from the territory of #Belarus (!), an unmarked helicopter shot at the bridge in front of the Slavutych checkpoint.   It is absolutely scary to know that Lukashenko is using Belarus for attacking Ukraine",en,10,118,380,['belarus'],9500
1.49677e+18,2/24/2022,10:47:36,liveuamap,"The Prime Minister Johnson is chairing a emergency COBR meeting to decide the UK's response to the ""horrific attacks"" by Russia  https://t.co/Nb6JNJ3P4l via @politicshome #Ukraine",en,12,53,169,['ukraine'],4225
1.49677e+18,2/24/2022,11:07:16,deepnetanon,@suuyldrmm This isn't Ukraine. This happened a while ago.,en,0,0,0,[],0
1.49677e+18,2/24/2022,11:07:45,kylejglen,Smoke is still rising over the city of Odessa in Ukraine. There are unconfirmed reports of additional missile impacts in the city.  https://t.co/bcgCvtBrDN,en,5,180,361,[],9025
1.49678e+18,2/24/2022,11:14:40,kylejglen,@GissiSim All quiet for now.,en,0,1,1,[],25
1.49678e+18,2/24/2022,11:17:01,liveuamap,"Battles reportedly ongoing on roads near Kharkiv, number of armoured vehicles destroyed  https://t.co/vpdZ9jgQd0  https://t.co/v6mBUEy5jI via @ELINTNews #Ukraine",en,31,337,828,['ukraine'],20700
1.49678e+18,2/24/2022,11:25:39,kylejglen,Person filming this video (@bura_tinko) claims that these are Russian vehicles being destroyed on the outskirts of Kharkiv this morning.  https://t.co/bODtKigKDn,en,0,42,118,[],2950
1.49678e+18,2/24/2022,11:26:01,hannaliubakova,"Ukrainian agency UNIAN writes about the participation of the Belarusian Air Defense in the destruction of the infrastructure of the Armed Forces of #Ukraine. Reportedly, the launch of missiles from the territory of the Mahiliou region was registered #Belarus",en,2,66,128,"['ukraine', 'belarus']",3200
1.49678e+18,2/24/2022,11:28:33,konrad_muzyka,Reportedly three military facilities in Lviv (I am seeking confirmation) have been targeted. Sirens in the Polish border village of Medyka were activated.  https://t.co/doEvPnfqc5,en,6,123,313,[],7825
1.49678e+18,2/24/2022,11:34:16,hannaliubakova,#Ukraine breaks off diplomatic relations with Russia  https://t.co/O4wTWDpbf0,en,12,73,270,['ukraine'],6750
1.49678e+18,2/24/2022,11:34:50,liveuamap,"Ukraine has severed diplomatic relations with Russia, - Zelensky  https://t.co/dIL87zGFjt via @prm_ua #Ukraine",en,21,239,591,['ukraine'],14775
1.49679e+18,2/24/2022,11:57:15,hannaliubakova,"Lukashenko has just said that Belarusian troops will be in Ukraine ""if necessary"".The illegal regime has no right to decide on behalf of Belarusians and participate in an armed attack on another country. The international community must respond accordingly. Lukashenko is a threat  https://t.co/iKpB38sFYN",en,30,236,1021,[],25525
1.49679e+18,2/24/2022,12:15:57,konrad_muzyka,Ukraine Conflict Monitor is moving to two updates a day. Here is the morning issue  https://t.co/CzBdZTbR1z,en,6,64,183,[],4575
1.49679e+18,2/24/2022,12:23:56,kylejglen,"Ukrainian MoD statement to the people of Ukraine: ""Russian troops invaded our land, kill the occupiers!""   The MoD provides further details on how to join the territorial defence.  https://t.co/CmTmL4GFE4",en,8,126,313,[],7825
1.49679e+18,2/24/2022,12:24:27,hannaliubakova,"Video evidence of a likely attack from the territory of #Belarus, near Kalinkovichi.  Reportedly from that point, 22 helicopters flew towards #Ukraine.  This information needs verification.  https://t.co/uSTwjkaMim",en,3,47,91,"['belarus', 'ukraine']",2275
1.49679e+18,2/24/2022,12:27:35,hannaliubakova,"#Ukraine A powerful explosion near Kyiv. According to preliminary information, Russian missiles attacked a military facility in Brovary  https://t.co/QjZqWpRoQc",en,7,83,181,['ukraine'],4525
1.49679e+18,2/24/2022,12:30:16,liveuamap,President Zelensky asking Verkhovna Rada to declare full mobilization  https://t.co/EhwCmPkwRK  #Ukraine,en,21,184,530,['ukraine'],13250
1.4968e+18,2/24/2022,12:35:01,cen4infores,"@Maxar Geolocation of artillery strike on a hospital in Ukrainian-controlled Vuhledar, Donetsk oblast [47.775284253726696, 37.23941966817724]  https://t.co/gfXNUWoiwj  https://t.co/z3oPpU9VxU",en,5,124,229,[],5725
1.4968e+18,2/24/2022,12:44:11,kylejglen,Live streams from the Kherson region of Ukraine are showing Russian vehicles moving freely along the road. It seems like there is not much resistance in this area.  https://t.co/N7pkhNVm3X,en,5,45,118,[],2950
1.4968e+18,2/24/2022,12:46:52,konrad_muzyka,Russian forces are literally pouring into Ukraine from Crimea. They are now at least 60 km deep into Ukraine.,en,44,936,3399,[],84975
1.4968e+18,2/24/2022,12:51:00,kylejglen,Ukrainian traffic cam catches what seems like 2 x Russian Su-25 passing low over a Russian convoy in the Kherson region. Thanks to @pmakela1 for originally spotting the aircraft.  https://t.co/VR1uM9qQnv,en,4,68,163,[],4075
1.4968e+18,2/24/2022,12:56:58,hannaliubakova,"The UNIAN news agency published a video of a missile hitting a warehouse in Odessa, #Ukraine  https://t.co/tkVMFFGGY8",en,5,83,168,['ukraine'],4200
1.4968e+18,2/24/2022,12:57:51,konrad_muzyka,@pmakela1 Please refrain from posting images from city cams.,en,3,0,7,[],175
1.4968e+18,2/24/2022,12:58:55,liveuamap,Ukraine's air defense shot down 3 Russian helicopters near Hostomel airport  https://t.co/OMTnOP6PkY  #Ukraine,en,25,193,755,['ukraine'],18875
1.4968e+18,2/24/2022,13:05:20,liveuamap,German Chancellor: I call on the Russian President to cease fire and immediately withdraw his forces from Ukraine  https://t.co/MXLG67FoWe via @AJABreaking #Ukraine,en,18,63,204,['ukraine'],5100
1.4968e+18,2/24/2022,13:05:43,liveuamap,Russian helicopter shot down at Hostomel airfield  https://t.co/R73Qz1whu2  https://t.co/8FhxWPaOP5 via @GirkinGirkin #Ukraine,en,55,402,1367,['ukraine'],34175
1.4968e+18,2/24/2022,13:10:22,kylejglen,Footage from Gostomel Airport in Kyiv shows Russian helicopters coming under attack from what sounds like MANPADS.  https://t.co/F0xaVGCeET,en,54,1319,3451,[],86275
1.4968e+18,2/24/2022,13:11:07,hannaliubakova,"Russian helicopters in Hostomel, a town in Ukraine's Kyiv Oblast, a north-western suburb to the capital city of Kyiv.  https://t.co/78yKibpwCQ",en,13,110,244,[],6100
1.4968e+18,2/24/2022,13:11:32,kylejglen,More footage of the assault by Russian helicopters.  https://t.co/BPmxoiJs0I,en,9,159,394,[],9850
1.49681e+18,2/24/2022,13:20:58,kylejglen,Unconfirmed footage of 1 helicopter being shot down in the assault against Gostomel.  https://t.co/RXk6FhQCuW,en,3,87,208,[],5200
1.49681e+18,2/24/2022,13:24:10,liveuamap,Grain silos burning near Uman',en,13,55,202,[],5050
1.49681e+18,2/24/2022,13:27:38,kylejglen,Video reportedly from North of Kharkiv shows destroyed Russian equipment and dead Russian soldiers. NSFW.  https://t.co/lQBpRMaF3l,en,70,358,1063,[],26575
1.49681e+18,2/24/2022,13:39:28,the_lookout_n,"A large Russian air assault operation is ongoing near Hostomel, northwest of Kyiv.   As noted by @pmakela1, this is a high-risk operation.  Distances tshown is direct line, not by road.  https://t.co/FcGukD5iSR",en,6,127,244,[],6100
1.49681e+18,2/24/2022,13:40:38,liveuamap,Russian Ka-52 helicopter shot near Hostomel  https://t.co/G6oT0y0enc  https://t.co/YWKBD7VGz2 via @ukrpravda_news #Ukraine,en,67,686,2061,['ukraine'],51525
1.49681e+18,2/24/2022,13:42:43,kylejglen,What looks like 2 Russian Su-25 attack aircraft are flying low over the Gostomel area now.  https://t.co/hhnQfiohNl,en,13,213,426,[],10650
1.49681e+18,2/24/2022,13:47:25,kylejglen,"@Turquoise_1218 I'm not in Ukraine, I'm finding the footage elsewhere.",en,1,0,6,[],150
1.49681e+18,2/24/2022,13:48:16,kylejglen,At least 1 helicopter confirmed downed. Seems like a Ka-52.  https://t.co/af15PGTtRF,en,14,142,371,[],9275
1.49682e+18,2/24/2022,14:02:05,cen4infores,"We are going through the large volume of footage coming out of Ukraine today and adding it to the map. There is some graphic footage, so please read the descriptions before viewing any of the linked footage.  https://t.co/TLLYAsXyDC  https://t.co/9YF3ad9flB",en,4,109,220,[],5500
1.49682e+18,2/24/2022,14:04:56,hannaliubakova,We have information that two fully armed Su-35S fighters took off from the airfield in Baranovichi (Brest region) at 13:05 and two more Su-35S took off at 13:53. These are fighters flying over Kyiv. No confirmation as to whether these are the ones that flew from #Belarus  https://t.co/bCtnhvw9p5,en,1,49,113,['belarus'],2825
1.49682e+18,2/24/2022,14:09:06,konrad_muzyka,This morning's issue is now freely available.,en,3,16,108,[],2700
1.49682e+18,2/24/2022,14:18:01,hannaliubakova,"The sky over #Belarus and #Ukraine. I know that people in my country are against any conflicts and wars. But they have to suffer because of Lukashenko's actions. It is also important to see prominent Russians, such as Dmitry Muratov, opposing their country's invasion in Ukraine.  https://t.co/z6tQxIZP1P",en,7,103,365,"['belarus', 'ukraine']",9125
1.49682e+18,2/24/2022,14:23:26,the_lookout_n,"I have no details to report on Black Sea Fleet operations so far, beyond firing LACMs as part of the strike operations.",en,0,14,61,[],1525
1.49683e+18,2/24/2022,14:36:19,hannaliubakova,"#Belarus A convoy of military equipment of the Russian Armed Forces was noticed in the Brahin district of the Homiel region that borders #Ukraine. There are trucks,armoured vehicles,an RRT and EW system,and more. Vehicles are moving to the Ukrainian border  https://t.co/sK1otZoTn4",en,3,92,189,"['belarus', 'ukraine']",4725
1.49683e+18,2/24/2022,14:41:25,uaweapons,"#Ukraine: A BMP-1 IFV belonging to the Ukranian forces claimed to be captured by DNR separatists near Volnovakha, Donbass.  https://t.co/KXKXcbZMcH",en,0,30,135,['ukraine'],3375
1.49683e+18,2/24/2022,14:42:03,uaweapons,#Ukraine Another Russian GAZ Tigr armed with a Kord HMG was apparently destroyed by an anti-tank rocket fired by the Ukrainian forces on the #Kharkiv frontline.  https://t.co/7ILI6v0xPe,en,17,98,393,"['ukraine', 'kharkiv']",9825
1.49684e+18,2/24/2022,15:17:15,uaweapons,"#Ukraine New video from #Kherson, South Ukraine showing a large column of destroyed/damaged Ukranian tanks including what appears to be T-64BV.  https://t.co/BEn2ngLACi",en,11,127,383,"['ukraine', 'kherson']",9575
1.49684e+18,2/24/2022,15:29:11,hannaliubakova,Citizen Lukashenko says he expects to discuss the possible deployment of Iskander and S-400 defense systems to #Belarus with Putin in the coming days. He keeps accusing the West of threatening Belarus and Russia. This is madness. Lukashenko is a traitor and a criminal  ??Kyiv  https://t.co/IyueNaMS1J,en,5,69,278,['belarus'],6950
1.49684e+18,2/24/2022,15:33:38,hannaliubakova,Urgent?? Commander-in-Chief of the Armed Forces of Ukraine reported about the launch of ballistic missiles from the territory of #Belarus  https://t.co/7aGMDfnqnu,en,18,216,382,['belarus'],9550
1.49684e+18,2/24/2022,15:38:54,liveuamap,4 ballistic missiles launched from the territory of the Republic of Belarus in the south-western direction  https://t.co/qN6efyH9mp via @SkrypinUA  https://t.co/RMMF3c0M46,en,16,157,306,[],7650
1.49684e+18,2/24/2022,15:40:01,uaweapons,"#Ukraine: A few separatists along with their BMP-2 IFV were captured in Stanitca Luganskaya, #Luhansk by Ukrainian Forces.  https://t.co/nrN4Zu0qK9",en,8,106,560,"['ukraine', 'luhansk']",14000
1.49685e+18,2/24/2022,15:56:42,uaweapons,"A Note: It appears possible that these tanks are actually engaged in combat, as only one can be seen to be on fire and others may be moving their turret.   So far we are unsure and don't wish to spread incorrect information.",en,2,11,148,[],3700
1.49685e+18,2/24/2022,16:04:43,uaweapons,@historicfirearm There is a clarification below.,en,1,0,2,[],50
1.49685e+18,2/24/2022,16:05:12,cen4infores,"Geolocation of ""LNR"" press video showing a pontoon bridge over Seversky Donets river [48.647527834212745, 39.038607760990324]  https://t.co/aDW6oFydJs",en,4,18,34,[],850
1.49685e+18,2/24/2022,16:11:05,hannaliubakova,"#Ukraine Despite attacks and air raid sirens sounded in the Ukrainian capital, Kyiv, people are queuing up to donate blood.   Full solidarity with Ukraine. It is heartbreaking to see it attacked by the Kremlin. As a child, I used to spend summers in Ukraine with my grandparents  https://t.co/q1ovwibGXg",en,55,793,4306,['ukraine'],107650
1.49685e+18,2/24/2022,16:14:55,uaweapons,"#Ukraine: More losses by the Russian Army in the vicinity of #Kharkiv, apparently in the same area as the vehicles already posted.   Another MT-LB with Kord HMG along with various documents can be seen- lists of weapons, names, etc.  https://t.co/SepmvyKuSK",en,8,116,472,"['ukraine', 'kharkiv']",11800
1.49685e+18,2/24/2022,16:18:08,hannaliubakova,"In Novosibirsk, #Russia, people went out to the streets to protest against their leadership attacking #Ukraine. Some people have been detained by police. The rest soon left  https://t.co/ZqG7mGlAvW",en,41,1180,3321,"['russia', 'ukraine']",83025
1.49685e+18,2/24/2022,16:19:58,kylejglen,There is ongoing fighting in the Kherson region. It seems like a tank is cooking off in the distance.  https://t.co/TYaJfEeFc3,en,6,49,112,[],2800
1.49685e+18,2/24/2022,16:27:10,hannaliubakova,"The road Brahin-Khoiniki is blocked - military helicopters take off from it. This is the area not far from the Ukrainian border.The war completely changes the situation for us. It is no longer just a political crisis, but an armed conflict involving #Belarus because of Lukashenko  https://t.co/0ghxhB8fgV",en,11,164,353,['belarus'],8825
1.49686e+18,2/24/2022,16:32:48,uaweapons,#Ukraine: Footage again from the vicinity of Hostomel in the #Kyiv Oblast shows the shootdown of another Ka-52 helicoper.   It appears the Ukrainian forces again used MANPADS in this case too; unfortunately precise type is yet unknown.  https://t.co/1QfNbIrV9e,en,20,144,473,"['ukraine', 'kyiv']",11825
1.49686e+18,2/24/2022,16:34:09,cen4infores,"Geolocation of helicopters moving in the direction of Hostomel airport [approximate location of helicopters: 50.597407, 30.479242]   https://t.co/Cu0fEHhQRe  https://t.co/BShZzdwSIO",en,2,17,53,[],1325
1.49686e+18,2/24/2022,16:34:18,uaweapons,"#Ukraine: The aftermath of, presumably Russian, indirect fire against Vugledar near #Donetsk. A hospital came under fire and 4 people were killed and 10 injured. The photo shows fragments of the projectile, which allows us to determine the type of weapon used.  https://t.co/5lsWL4UiWQ",en,10,200,510,"['ukraine', 'donetsk']",12750
1.49686e+18,2/24/2022,16:34:19,uaweapons,The remains allows us to determine the type of weapon used- we see a 9N123K submunition warhead that holds 50 9N24 HE submunitions. This type of deadly warhead is delivered with Tochka/Tochka-U tactical ballistic missile systems. 9N123K were previously used in Syria and Donbass.  https://t.co/1IIvwjbgI4,en,11,145,362,[],9050
1.49686e+18,2/24/2022,16:34:20,uaweapons,(ID by @blueboy1969),en,0,4,52,[],1300
1.49686e+18,2/24/2022,16:56:35,liveuamap,Clashes now in Chornobyl exclusion zone near the radioactive waste storages  https://t.co/013mj2NggT via @13Hellis_13 #Ukraine  https://t.co/40d4vycTfF,en,23,230,512,['ukraine'],12800
